price,title,upc
43.55,Quiet: The Power of Introverts in a World That Can't Stop Talking,3c565df219ba3274
19.07,Ready Player One,2ef5dc7e278e562a
28.54,Red: The True Story of Red Riding Hood,4c8ece50736f9e88
11.1,Reservations for Two,ecdf73ee66c33b17
44.88,Rework,8e9dd8431170c09e
41.67,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",89cad3f37c9ce226
50.11,Rogue Lawyer (Rogue Lawyer #1),b4f5672f68ec3a83
12.91,Running with Scissors,28921443f052bea6
21.57,"Saga, Volume 3 (Saga (Collected Editions) #3)",7b870bf85d01c2dc
46.29,Sarah's Key,5b2cd5b31a510848
14.57,Scarlet (The Lunar Chronicles #2),510832818edb6fbc
30.6,Seven Brief Lessons on Physics,281a244ce1954711
52.33,Seven Days in the Art World,07806456878931bc
53.04,Lady Renegades (Rebel Belle #3),16e843e6b853cc2f
55.5,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",190fbebbf798c31a
25.02,"Lean In: Women, Work, and the Will to Lead",d5e1a9bfe22bbf9f
43.69,Legend (Legend #1),0ce8075fab4a2b5b
59.04,Life Without a Recipe,c53d9fefcda371e9
26.13,Life After Life,4ec53ff7e2263f32
45.11,Let's Pretend This Never Happened: A Mostly True Memoir,1246e4ffeb5ac4ea
22.2,Letter to a Christian Nation,1de75f05d57bfc10
33.26,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",4b3f4f151c99f472
12.47,Lila (Gilead #3),4ef75307fb64e2ad
11.87,Lust & Wonder,0dcadb06206abd3c
34.98,Manuscript Found in Accra,546da23278482b0a
31.69,Naked,54aeeb4610d3ae08
55.46,Midnight Riot (Peter Grant/ Rivers of London - books #1),e9056f9b5a40a301
57.6,Me Talk Pretty One Day,abc4a7ee16c21088
57.83,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",7980fa06f2b704d8
29.4,Morning Star (Red Rising #3),7ce5a92baabb6bc0
38.95,Neither Here nor There: Travels in Europe,747cf7fca2ccdbd4
13.51,Night (The Night Trilogy #1),c4d9fce9eff3b8ba
40.17,Notes from a Small Island (Notes From a Small Island #1),cb65e49993db9a93
42.21,Golden (Heart of Dread #3),984b3b6e7479b571
37.6,Gone Girl,d5c588b6f9c015e4
26.66,Gratitude,c300cc9326592b65
42.72,"Grayson, Vol 3: Nemesis (Grayson #3)",4f6985aca357ae09
10.79,Green Eggs and Ham (Beginner Books B-16),621e2c310cec8d32
44.07,Heir to the Sky,b003f8bb02f76dc5
51.07,Holidays on Ice,0cb4856be3694a57
37.52,Horrible Bear!,cc1ac978a6835ef6
54.89,House of Leaves,557c03c284be1bf2
33.14,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,6c4d17a46cac8787
43.7,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",1812b8f5641287e3
28.88,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,8010c7c148057fd3
19.69,I've Got Your Number,6b32b561dab8036c
49.97,If I Run (If I Run #1),61569d12d4ae7161
28.85,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",d8292cd5f1aca291
41.0,Inferno (Robert Langdon #4),6c4646d90b60a56c
42.38,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,d4a29356fc992879
56.7,Into the Wild,a7c3f1010d64799a
20.11,Is Everyone Hanging Out Without Me? (And Other Concerns),034829ffdd0a0aea
44.97,Jurassic Park (Jurassic Park #1),a0dd11f6abc421ec
36.17,Cosmos,dbe33cf29ef1623d
10.62,Counting Thyme,157f693d9e600ccc
49.13,Crazy Rich Asians (Crazy Rich Asians #1),c9782ad2a0ed9331
56.02,Darkfever (Fever #1),468bd274ac084bb9
23.9,Dark Places,66937c669c4da072
17.81,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",d234ddecef49ef4e
39.24,Dead Wake: The Last Crossing of the Lusitania,04d858cdeeee0da4
15.28,Disrupted: My Misadventure in the Start-Up Bubble,81372abc86f65c79
51.48,Do Androids Dream of Electric Sheep? (Blade Runner #1),98330e431e56a9ea
52.62,Dracula,a7ec599c1a547746
54.86,Dune (Dune #1),36d5884d44484277
43.87,Eragon (The Inheritance Cycle #1),b843f52a986a2914
18.74,Eclipse (Twilight #3),73f71f9556442117
38.62,Fellside,147019cae600694e
25.4,Extreme Prey (Lucas Davenport #26),588ba85ff11a3263
15.36,Fifty Shades Freed (Fifty Shades #3),ed813a848580ba50
51.22,"Friday Night Lights: A Town, a Team, and a Dream",a9aa3ed5b316470b
21.28,Fire Bound (Sea Haven/Sisters of the Heart #5),2ed3a794a70aa85f
45.17,"Fruits Basket, Vol. 3 (Fruits Basket #3)",d5f5a122a593b580
46.83,Girl in the Blue Coat,41fc5dce044f16f5
10.66,Are We There Yet?,ef9c4f2465513956
56.58,Are We Smart Enough to Know How Smart Animals Are?,da0349a87c8caa2f
22.06,Ash,5d22e2a46604b6e7
21.55,Beautiful Creatures (Caster Chronicles #1),5439bae708bca198
38.02,Awkward,1d89a2aa9f6ce50f
38.35,Beowulf,3fb69f34e178d494
27.41,Best of My Love (Fool's Gold #20),67dea6c75d6a1075
20.79,Between Shades of Gray,155e42df837ee5ff
40.87,Black Flags: The Rise of ISIS,860318b8e244f39c
49.31,"Black Butler, Vol. 1 (Black Butler #1)",15f415d436888b2d
22.11,Big Little Lies,d3f9c4539c0caa64
21.74,Blink: The Power of Thinking Without Thinking,0bbc48294707ba96
27.35,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",e256de8aa0c2115f
21.12,Boy Meets Boy,8e0bc2fe4e7d35b5
51.32,Brave Enough,fd2337c1b73b686e
35.28,Breaking Dawn (Twilight #4),bbfc4a3b7b6c94a0
24.72,Career of Evil (Cormoran Strike #3),b461cf238506c5b8
37.35,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,ef49db2aaa9bb547
26.09,Cinder (The Lunar Chronicles #1),7e9579921e5407cb
59.95,Civilization and Its Discontents,396385e3de5d18c3
53.47,Girl Online On Tour (Girl Online #2),97b8f130d32e9f4e
57.42,H is for Hawk,b6d3f4f4ee1f6069
34.0,Kindle Paperwhite User's Guide,fb495f9f9015a772
31.58,Life,637e5a45062aa548
12.86,New Moon (Twilight #2),6fa3ea52c8e31e06
20.02,"Run, Spot, Run: The Ethics of Keeping Pets",b0e479be03911916
11.75,"Saga, Volume 2 (Saga (Collected Editions) #2)",9189fd009df41d0e
24.42,Sugar Rush (Offensive Line #2),ce42e3de94226b2b
16.78,The Course of Love,f3c76b53b239f511
54.81,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",276dc716b1da8899
31.38,The Sense of an Ending,4130678275eb7c8c
11.89,"The Suffragettes (Little Black Classics, #96)",d2185b65af52d68c
50.96,#GIRLBOSS,165affa7adb5eded
54.29,A Heartbreaking Work of Staggering Genius,c9770bb1d5a492a0
31.22,A Storm of Swords (A Song of Ice and Fire #3),87beabf664115d79
31.04,8 Keys to Mental Health Through Exercise,f5873c8fc7760000
14.08,A Visit from the Goon Squad,5dbd6ec4e154ad2f
30.48,A Walk in the Woods: Rediscovering America on the Appalachian Trail,bcee4f289ff6699c
35.01,And Then There Were None,cfe350b20d23b02b
43.19,The Story of Hong Gildong,32d035df92ab9080
36.83,Annie on My Mind,7bf87402413c27ff
29.45,The Selfish Gene,6f2c0a9adbb2bca9
36.25,The Silent Twin (Detective Jennifer Knight #3),9e9932ae1a7d0943
12.34,The Silent Wife,b78deb463531d078
41.56,The Tumor,6514add13c82b115
36.52,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",dac9d1e654fac737
19.69,The Zombie Room,9c96cd1329fbd82d
48.71,This One Moment (Pushing Limits #1),d6d98d3508c30f57
53.82,Vampire Girl (Vampire Girl #1),dab5e75d1339706a
57.82,Travels with Charley: In Search of America,0268f149d014b389
30.95,Twenty Love Poems and a Song of Despair,e63c3f25338baf9a
44.18,Three Wishes (River of Time: California #1),460f97a346b44bac
15.4,"Vampire Knight, Vol. 1 (Vampire Knight #1)",e7e87087b1a44711
39.51,Ways of Seeing,66a4e422b212726a
51.96,When I'm Gone,c5f91eb481427dc5
39.77,Where Lightning Strikes (Bleeding Stars #3),def389ddfda6991b
41.32,While You Were Mine,8ceb5c6aed2c5f8b
11.64,"Fruits Basket, Vol. 2 (Fruits Basket #2)",c0db71f6bb14db11
52.88,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),d7b463918d3b8c39
18.51,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",09d26b5f819c6a36
14.76,The Communist Manifesto,18b4545a5ed15581
10.64,The Complete Maus (Maus #1-2),3301af038a720587
19.18,The Edge of Reason (Bridget Jones #2),29fc016c459aeb14
14.4,The End of the Jesus Era (An Investigation #1),09659d1639a1f978
15.85,The Girl In The Ice (DCI Erika Foster #1),ee61197edb882599
12.29,The Girl You Lost,4280ac3eab57aa5d
27.89,The Haters,fff8a057a40c4a60
36.29,The Hook Up (Game On #1),6e473eff459e809f
16.16,The Iliad,86d8bd7afa5b51b3
36.26,The Last Girl (The Dominion Trilogy #1),16c71736dae78764
54.43,The Light of the Fireflies,04e43893e32f9d29
45.42,The Little Prince,1aeca7d078d57deb
29.38,The Mirror & the Maze (The Wrath and the Dawn #1.5),c40b70e0f6d80189
57.7,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),b0913e67d38d5ed5
36.34,The Nicomachean Ethics,5c10b64db3e4f228
50.59,The Name of the Wind (The Kingkiller Chronicle #1),c8614adb1a90b027
29.64,The Odyssey,f0512adadffd2480
33.78,The Republic,0ec9d2b018fb10d8
52.94,One Second (Seven #7),7ea31f38675b91c1
54.12,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",5faefdc861684eb1
34.56,The Secret Healer,38f776ab9118aed7
21.71,"Paper Girls, Vol. 1 (Paper Girls #1-5)",bcbcbcf0f6ed196f
29.87,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",326825e02a198cf6
28.99,Origins (Alphas 0.5),8932e5c12f12ffed
24.96,Paradise Lost (Paradise #1),849db7ab7f4a640c
46.96,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",3cdca3b4a93980f5
28.34,"Rhythm, Chord & Malykhin",9efb397067eb7e8a
28.48,"Saga, Volume 1 (Saga (Collected Editions) #1)",4f64568dfefa3ce7
44.91,Settling the Score (The Summer Games #1),132adf7335bb384a
37.46,Sense and Sensibility,35e44170702139a4
21.72,Shadow Rites (Jane Yellowrock #10),229cd6564bf0dce4
58.35,Shameless,c068c013d6921fea
42.4,Shatter Me (Shatter Me #1),9ed7090d8fa690b0
13.33,Sister Sable (The Mad Queen #1),3a9a7c5895e82646
42.12,"Skip Beat!, Vol. 01 (Skip Beat! #1)",2ac720f76384c57e
25.83,Starlark,e25164e5b3fe208b
18.88,Taking Shots (Assassins #1),a7eef9d6795422c1
30.66,The Bette Davis Club,dfb0849016bc122c
57.49,The Bhagavad Gita,f3a0b8c835129558
40.83,The Art of Not Breathing,5bc1fbccfbf2355c
40.28,"Fruits Basket, Vol. 1 (Fruits Basket #1)",72e6fbf4f6382557
56.76,"Giant Days, Vol. 1 (Giant Days #1-4)",eb0fe24bbc845ecc
45.24,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",6fe02600f322a0a9
34.96,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),6717a70913b3db79
40.44,Icing (Aces Hockey #2),3455b45888fb5053
38.43,Jane Eyre,8d390a1fc3133d06
34.74,Imperfect Harmony,f28f7299d38c0932
57.2,Kitchens of the Great Midwest,06f6a57a6d532844
58.99,Listen to Me (Fusion #1),6e712ea24e77bd96
24.89,Lord of the Flies,71a6471bbdac21d9
28.34,Matilda,1053fb7ee17a1f33
27.7,Lost Among the Living,d510567580c8be52
25.89,Meditations,4f19709e47883df5
39.39,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",35a60467893aa168
38.92,My Perfect Mistake (Over the Top #1),fd78f89878479f56
58.75,Myriad (Prentor #1),63e20a0f98218a87
47.11,Of Mice and Men,39592d9d72e717c4
39.45,Off Sides (Off #1),b6f1cfadc4dd79d4
32.36,On the Road (Duluoz Legend),9ff997ab15713e53
26.08,"1,000 Places to See Before You Die",228ba5e7577e1d49
55.66,Old Records Never Die: One Man's Quest for His Vinyl and His Past,a1985630339f4b3d
53.98,1st to Die (Women's Murder Club #1),f684a82adc49f011
16.97,A Spy's Devotion (The Regency Spies of London #1),19fec36a1dfb4c16
57.06,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",bfd5e1701c862ac3
55.53,Alice in Wonderland (Alice's Adventures in Wonderland #1),cd2a2a70dd5d176d
43.38,Beyond Good and Evil,08672cd59171d5e4
34.65,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",099fae4a0705d63b
20.3,Blood Defense (Samantha Brinkman #1),95cdfd514098c38b
37.26,Bounty (Colorado Mountain #7),abc0b15f2c907ff0
29.82,Bridget Jones's Diary (Bridget Jones #1),a2b4b685dfa94733
39.07,Bright Lines,230ac636ea0ea415
41.24,Charity's Cross (Charles Towne Belles #4),a96404cb928895f3
22.85,Charlie and the Chocolate Factory (Charlie Bucket #1),1774749f2cee292f
28.42,Choosing Our Religion: The Spiritual Lives of America's Nones,a812f6969ddf3e39
47.09,Deep Under (Walker Security #1),0072b94dfa30608e
38.0,Frankenstein,a492f49a3e2b6a71
51.32,"Eat, Pray, Love",df56868afd166557
39.24,Fighting Fate (Fighting #6),6390772a3094939d
32.93,Emma,2e69730561ed70ad
28.8,Forever Rockers (The Rocker #12),e564c3f1a93ccf2e
